"Filename" "BW" "BNL" "SE" "Bal" "mean CochDiff" "std CochDiff" "CCCor" "DCOff" "DCOff ratio" "SSPS" "RDelay" "isMono" "DH1" "DH2" "DH3" "DH4" "DH5" "DH6" "DH7" "DH8" "AVSP1" "AVSP2" "AVSP3" "AVSP4" "AVSP5" "AVSP6" 
generated/drumloop/attractor_22_drumloop.wav 5751.8949229943 -87.8367761822 5.8669338779 1.0000000000 0.0000000000 0.0000000000 1.0000000000 -0.0007972837 1.0000000000 0.0000000000 0.0000000000 0.0000000000 -32.7135641760 0.0395600104 -27.0000000000 -32.7135641760 -31.3248120450 5.5007013055 11.8670614046 -1.0470950726 0.0004882813 0.0002116011 0.0025380977 4669.5318579971 0.0599878988 183.0322265625 
generated/drumloop/attractor_23_drumloop.wav 6505.6187320917 -82.9011268564 5.6247261444 1.0000000000 0.0000000000 0.0000000000 1.0000000000 -0.0003975441 1.0000000000 0.0000000000 0.0000000000 0.0000000000 -34.1957703298 0.0302481953 -29.0000000000 -34.1957703298 -32.9700811423 5.8802705929 14.7134309439 -0.5738407528 0.0004882813 0.0001311344 0.0034961313 2706.2045898280 0.1053822092 183.0322265625 
generated/drumloop/attractor_24_drumloop.wav 5909.7845126701 -78.0746533347 5.6144391344 1.0000000000 0.0000000000 0.0000000000 1.0000000000 -0.0005805318 1.0000000000 0.0000000000 0.0000000000 0.0000000000 -31.0898583923 0.0342110058 -24.0000000000 -31.0898583923 -29.9874501883 5.6442875492 12.7160366898 -0.7968186273 0.0004882812 0.0001937505 0.0027137621 4013.3304815465 0.0734060026 183.0322265625 
generated/drumloop/attractor_25_drumloop.wav 3598.5746104943 -76.4198089759 5.7322891801 1.0000000000 0.0000000000 0.0000000000 1.0000000000 -0.0018321108 1.0000000000 0.0000000000 0.0000000000 0.0000000000 -30.5761902283 0.0294335841 -28.0000000000 -30.5761902283 -29.9338460575 5.8597772512 14.5263478315 -0.5590035028 0.0004882812 0.0001413530 0.0038416733 4103.5539806422 0.1063063562 43.0664062500 
generated/drumloop/attractor_26_drumloop.wav 7627.0605468750 -106.3366466750 4.9665639376 1.0000000000 0.0000000000 0.0000000000 1.0000000000 -0.0013310229 1.0000000000 0.0000000000 0.0000000000 0.0000000000 -34.2118138192 0.0362971922 -28.0000000000 -34.2118138192 -32.8646570210 5.5655939002 12.2569638655 -0.9031715691 0.0004882812 0.0001150443 0.0032922124 2349.9049089859 0.0772407071 183.0322265625 
generated/drumloop/attractor_27_drumloop.wav 2948.6297345093 -87.6267898849 6.0385439643 1.0000000000 0.0000000000 0.0000000000 1.0000000000 -0.0013711378 1.0000000000 0.0000000000 0.0000000000 0.0000000000 -29.3888614023 0.0380053382 -21.0000000000 -29.3888614023 -27.4293761260 5.6091453283 13.0603044196 -1.0917581338 0.0004882813 0.0002122194 0.0024233391 5271.9894514852 0.0583098151 183.0322265625 
generated/drumloop/attractor_28_drumloop.wav 3506.1484263073 -83.6723279558 6.4111197768 1.0000000000 0.0000000000 0.0000000000 1.0000000000 -0.0007805025 1.0000000000 0.0000000000 0.0000000000 0.0000000000 -29.7039066160 0.0330409661 -23.0000000000 -29.7039066160 -28.6484639935 5.6789473375 13.0338143626 -0.7971968202 0.0004882813 0.0002516568 0.0020969886 6086.9520198622 0.0575324433 183.0322265625 
generated/drumloop/attractor_29_drumloop.wav 5750.5992288234 -74.0885279370 4.6356750979 1.0000000000 0.0000000000 0.0000000000 1.0000000000 -0.0023659947 1.0000000000 0.0000000000 0.0000000000 0.0000000000 -30.2226532246 0.0268277285 -26.0000000000 -30.2226532246 -28.4654785833 5.9411401401 15.8296222497 -0.6701850968 0.0004882812 0.0000586475 0.0043874877 1380.4002104535 0.1012924263 183.0322265625 
generated/drumloop/attractor_30_drumloop.wav 7955.8090078797 -74.7308511515 5.1280765035 1.0000000000 0.0000000000 0.0000000000 1.0000000000 -0.0008719325 1.0000000000 0.0000000000 0.0000000000 0.0000000000 -33.7266562541 0.0386047117 -26.0000000000 -33.7266562541 -31.9807426159 5.5632640251 12.3990078856 -0.9388603120 0.0004882813 0.0000750372 0.0035420478 1755.9976337805 0.0880973607 183.0322265625 
generated/drumloop/attractor_31_drumloop.wav 3931.0744146221 -78.5498628364 6.3538259134 1.0000000000 0.0000000000 0.0000000000 1.0000000000 -0.0005223160 1.0000000000 0.0000000000 0.0000000000 0.0000000000 -28.8277969411 0.0291311422 -20.0000000000 -28.8277969411 -27.2431707774 5.8068177805 14.4422222322 -0.7538009929 0.0004882813 0.0002078456 0.0026142988 4306.7493666051 0.0761109921 183.0322265625 
